time,flux
1.0,0.0
2.0,0.0
3.0,3.062280717331082e-96
4.0,7.912168919597254e-49
5.0,5.204972770384916e-21
6.0,1.1114336650824306e-06
7.0,0.0031126010151640124
8.0,0.04836129615876856
9.0,0.14937627732651035
10.0,0.29605496902707024
11.0,0.48330257142993144
12.0,0.7270655649730494
13.0,1.0356214153304075
14.0,1.3837075503027028
15.0,1.764742497310639
16.0,2.2044582695301487
17.0,2.717730706970326
18.0,3.273381445001481
19.0,3.8485061522768316
20.0,4.480122771034115
21.0,5.197957506028032
22.0,5.9620284882582855
23.0,6.733739628211734
24.0,7.555161744727926
25.0,8.475041571729237
26.0,9.450688646393875
27.0,10.423007334150887
28.0,11.432248932324327
29.0,12.548306751000464
30.0,13.735450814164281
31.0,14.912938990165044
32.0,16.110319915497733
33.0,17.41887372088516
34.0,18.817328518701398
35.0,20.204567117731315
36.0,21.591480322300107
37.0,23.088028086759085
38.0,24.695621300889613
39.0,26.29676806145869
40.0,27.876014591521823
41.0,29.55673441615282
42.0,31.369964209771517
43.0,33.18839494332955
44.0,34.964080534190536
45.0,36.826028840698534
46.0,38.840126983532
47.0,40.87812496871643
48.0,42.855482933839006
49.0,44.89705532282779
50.0,47.10638755243134
